Title,Company,Expereince,Salary,Location,Qualification,Posted
Relationship Manager: Retail Banking (PAN India),ICICI Bank,3-8 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru, Mumbai (All Areas)", The candidate should have a Post-Graduate / MBA degree from a leading institution with ...,2 Days Ago
Sales Excellence - COE - Data Engineering Specialist,Accenture,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, delhi ncr"," The Sales Excellence, Centre of Excellence (COE) is responsible for the effectiveness a...",10 Days Ago
Relationship Manager  Consumer Finance,ICICI Bank,3-8 Yrs,Not disclosed,"Kolkata, Vijayawada, Andhra Pradesh, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Role: Relationship Manager Consumer Finance • Responsibilities Include:o Managing a tea...,10 Days Ago
Sap Wm Consultant -Pan India ( 5 - 12 Years ),Allegis Group,5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)"," Dear Candidate, Greetings from Allegis Global Solution!!! COMPANY PROFILE: Allegis Grou...",10 Days Ago
Senior Biostatistician,Cytel,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Qualifications and Experience: . Masters degree in statistics or a related disciplineEx...,2 Days Ago
Java Developer - Chennai/Bangalore,Photon,4-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Experience with web application servers like Tomcat, Jetty, JBoss etc . 4+ years of exp...",2 Days Ago
Digital Solutions - Postgre SQL Developer,TELUS International,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", . TELUS International is looking to hire an Expert in PostgreSQL with experience of 4-7...,2 Days Ago
Digital Solutions - Application Support Analyst,TELUS International,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," . Work Shift (IST): As per the project (Night Shift) . Enthusiasm, good team spirit and...",2 Days Ago
Digital Solutions - .NET Support,TELUS International,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," . Be available for meetings, on-call support, off-hours support work (including weekend...",2 Days Ago
Informatica Data Quality Developer / Informatica IICS,Cognizant,6-9 Yrs,9-19 Lacs PA,"Kochi/ Cochin, Kerala, Kolkata, Hyderabad/Secunderabad, Pune, Gurgaon/ Gurugram, Haryana, Chennai, Coimbatore, Tamil Nadu, Bangalore/Bengaluru, Mumbai (All Areas)", Location: Pan India . Interview Date: 03-08-2023 . Interview mode Video discussion . NP...,11 Days Ago
Tech Lead - React JS & Node JS,Photon,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Specifications & Requirements . 8+ years of demostrable experience working with Node.js...,3 Days Ago
"Elasticsearch, Logstash, Kibana Developer",TELUS International,6-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Basic Qualifications: Bachelors Degree (in Computer Science or related field) or equiva...,3 Days Ago
Project Lead,MothersonSumi INfotech Designs Ltd. (MIND),4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Develop and manage a detailed project schedule and work plan . Strong project managemen...,3 Days Ago
Engineer,MothersonSumi INfotech Designs Ltd. (MIND),2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Analyzing customer needs to determine appropriate solutions for complex technical issue...,3 Days Ago
Senior Engineer,MothersonSumi INfotech Designs Ltd. (MIND),2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Analyze and assess problems. Apply quality principles and methodology in processes to e...,3 Days Ago
Senior Engineer,MothersonSumi INfotech Designs Ltd. (MIND),2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Required a Full-Stack developerCandidate Must have . Experience as a Full Stack Softwar...,5 Days Ago
Job opening For SAP FICO - Immediate joiners,Wipro,8-13 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)"," Experience Required: 8+ years. JD as below: . Experience with ServiceNow, JIRA or other...",8 Days Ago
Automation Test Engineer,Cognizant,4-9 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Automation 3 . Qualification : Graduate and above. Experience : 4+ Years. Hands on expe...,9 Days Ago
Data Governance Consultant,Capco,7-12 Yrs,Not disclosed,"Hybrid - Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)", Preferred candidate profile . Experience (7+ years) of data governance and other data m...,9 Days Ago
Senior Data Analyst- (Python & Pyspark),Capco,7-12 Yrs,Not disclosed,"Hybrid - Mumbai, Maharashtra, New Delhi, Delhi, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Chennai, Bangalore/Bengaluru", About UsJoining Capco means joining an organization that is committed to an inclusive w...,9 Days Ago
CN - F&L - SAP Platforms - Consultant,Accenture,4-6 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru", Be responsible for integration with different ERP Solutions including SAP and create pr...,9 Days Ago
Urgently Looking For Immediate joiners For ETL Test Lead_Pan India,Hexaware Technologies,7-12 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Candidate with an overall experience of 7-8 years and should possess advanced SQL writi...,9 Days Ago
Oracle ERP Cloud Integration/UI Technical Consultant(VBCS/OIC),Oracle,7-12 Yrs,18-33 Lacs PA,"Hybrid - Noida, Uttar Pradesh, Kolkata, West Bengal, Gandhinagar, Gujarat, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka, Trivandrum/ Thiruvananthapuram, Kerala, Mumbai (All Areas)", The ideal candidate should be Bachelor of Engineering / Bachelor of Technology or Maste...,10 Days Ago
CN - Strategy - MC - Automotive - 09,Accenture,7-12 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru", Be responsible for integration with different ERP Solutions including SAP and create pr...,11 Days Ago
CN - Sales Excellence - Topic Advisory - Manager,Accenture,7-12 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR", Be responsible for integration with different ERP Solutions including SAP and create pr...,11 Days Ago
CN - Sales Excellence - Topic Advisory - Senior Manager,Accenture,7-12 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR", Be responsible for integration with different ERP Solutions including SAP and create pr...,12 Days Ago
CN - Strategy - MC - Automotive - SAP Platforms - 09,Accenture,7-12 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru", Be responsible for integration with different ERP Solutions including SAP and create pr...,12 Days Ago
CN - Aerospace & Defense - SAP Platforms - Consultant,Accenture,2-7 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Delhi / NCR, Bangalore/Bengaluru", Be responsible for integration with different ERP Solutions including SAP and create pr...,12 Days Ago
CN - Sales Excellence - Topic Advisory - Senior Manager,Accenture,7-12 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR", Be responsible for integration with different ERP Solutions including SAP and create pr...,12 Days Ago
CN - Sales Excellence - Graphic & Visual Design - Consultant,Accenture,2-7 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR", Be responsible for integration with different ERP Solutions including SAP and create pr...,13 Days Ago
CN - Sales Excellence - Graphic & Visual Design - Senior Analyst,Accenture,2-7 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Delhi / NCR, Bangalore/Bengaluru", Be responsible for integration with different ERP Solutions including SAP and create pr...,13 Days Ago
CN - Retail - SAP Platforms - Consultant,Accenture,2-7 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Delhi / NCR, Bangalore/Bengaluru", Be responsible for integration with different ERP Solutions including SAP and create pr...,13 Days Ago
CN - Sales Excellence - Graphic & Visual Design - Consultant,Accenture,2-7 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR", Be responsible for integration with different ERP Solutions including SAP and create pr...,13 Days Ago
CN - Sales Excellence - Topic Advisory - Associate Manager,Accenture,2-7 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Delhi / NCR, Bangalore/Bengaluru", Be responsible for integration with different ERP Solutions including SAP and create pr...,13 Days Ago
Technical Specialist UI Path,Citiustech,3-7 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru", . Should have minimum 5 years of Implementation experience onUiPath as Primary skill . ...,12 Days Ago
Technical Lead,Citiustech,2-4 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru", . Technical certification in multiple technologies isdesirable . .,12 Days Ago
Technical Lead Appian,Citiustech,4-10 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru", Experience assessing and leveraging bothmainstream and emerging technology advancements...,12 Days Ago
Technical Lead - .Net,Citiustech,5-10 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru"," Participate in the testing process through test review andanalysis, test witnessing and...",12 Days Ago
Portfolio Support Specialist,Pearson,2-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Planning / Execution - Responsible for coordinating meetings as required, including pre...",12 Days Ago
Cognizant_AZURE ARCHITECT_Pan india,Cognizant,9-14 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)"," Roles & Responsibilities: Lead, develop, and implement the processes and capabilities r...",13 Days Ago
CN - Sales Excellence - Topic Advisory - Consultant,Accenture,2-7 Yrs,Not disclosed,"Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru", Be responsible for integration with different ERP Solutions including SAP and create pr...,14 Days Ago
GME Advance Feasibility Engineer,Ford,0-1 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Prepare Program status reports update billing sheets as required Should have good expos...,30+ Days Ago
GME Advance Feasibility Engineer,Ford,0-1 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Prepare Program status reports update billing sheets as required Should have good expos...,30+ Days Ago
Job Opportunity For BlueYonder WMS Senior Consultant:_ PAN India,Capgemini,6-11 Yrs,Not disclosed,"Hybrid - Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru"," . :-. A graduate degree in in Information Systems, Computer Science or related field . ...",15 Days Ago
Cognizant hiring For Java Developer !!,Cognizant,7-12 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)"," Must have experience in Java, HTML / JS/JQuery, MYSQL, NOSQL, knowledge of building app...",15 Days Ago
CN - Strategy - MC - T&O - Change Management Comms - Specialist,Accenture,10-15 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru", Graphic Design Consultant- 09Join our team in Talent & Organization and find endless op...,12 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core S4 - 06,Accenture,9-13 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru", Create and manage good independent relationships with clients and internal stakeholders...,12 Days Ago
CN - MC - Automotive - SAP Platforms - 07,Accenture,7-12 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru", Be responsible for integration with different ERP Solutions including SAP and create pr...,9 Days Ago
CN - Strategy - MC - T&O - Graphic Designer - 09,Accenture,10-15 Yrs,Not disclosed,"Mumbai, Maharashtra, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Chennai, Tamil Nadu, Bangalore/Bengaluru", Graphic Design Consultant- 09Practice: Talent & Organization - Graphic Design Consultan...,10 Days Ago
Consultant Pathologist,Dr Lal PathLabs (Pvt) Ltd,0-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", To take charge as Technical and Administrative head of Lab. You shall look after the va...,30+ Days Ago
Microbiologist,Dr Lal PathLabs (Pvt) Ltd,0-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", To take charge as Technical and Administrative head of Lab. You shall look after the va...,30+ Days Ago
Analystics & Modeling Specialist,Accenture,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", This role will be a part of Survey Solutions and Analytics team. The Analytics and Mode...,13 Days Ago
Digital Solutions - Network Analyst (FTTX Design),TELUS International,1-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Consistently operate in compliance with updated Safety Codes, Electric Codes, TELUS int...",3 Days Ago
ASP.NET Developer,TELUS International,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Experience in developing web applications using . ASP.NET . and MVC . Proficient knowle...,4 Days Ago
SAP Vendor Invoice Management Application Lead,Accenture,4-6 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru", Educational Qualification : a: Bachelors Degree in engineering or Science Additional In...,10 Days Ago
Azure AD Consultant,Capgemini,9-12 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Pune, Maharashtra, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)", Should have good understanding of Microsoft Azure Active Directory and its Features & F...,9 Days Ago
Informatica MDM Developer,Capgemini,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)", Must have hands-on experience with MDM Hub configurations - Data modeling & Data Mappin...,11 Days Ago
SAP Basis Hana Professional,Capgemini,6-9 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru", SAP BASIS / NetWeaver certification is a plusSkills on Linux is requiredHands on experi...,15 Days Ago
Sap Fico Consultant,Allegis Group,6-11 Yrs,6-12 Lacs PA,"Hyderabad/Secunderabad, Pune, Maharashtra, Ahmedabad, Chennai, Tamil Nadu, Bangalore/Bengaluru, Mumbai (All Areas)"," SAP FICO CONSULTANTFrom 5 to 12 year(s) of experience Location :- Bhubaneswar, Odisha, ...",10 Days Ago
Chat Bot Developer,Virtusa,5-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Maharashtra, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)", Location :PAN India. Notice period :0-15 days ONLYGood Communication skills to both tec...,3 Days Ago
SAP CPI Lead consultant,Genpact,5-9 Yrs,15-20 Lacs PA,"Kolkata, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCR", The candidate should have experience out which 5+ years of experience in integrating SA...,Today
Powershell Developer,Cognizant,5-9 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Tamil Nadu, Bangalore/Bengaluru, Delhi / NCR", Role & responsibilities:- Cognizant Technology is looking - PowerShell Developer !! Pri...,1 Day Ago
"Tech Mahindra is hiring For ""ETL Developer""",Tech Mahindra,8-13 Yrs,Not disclosed,"Noida, Uttar Pradesh, Kolkata, Hyderabad/Secunderabad, Pune, Maharashtra, Ahmedabad, Chennai, Bangalore/Bengaluru", Kindly go through the below JD & Submit your details on google link - https://forms.gle...,1 Day Ago
Job Opportunity - Wipro -RPA Technical Architect - Automation Anywhere,Wipro,9-14 Yrs,Not disclosed,"Noida, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Automation Architect conducts high level/ detailed RPA assessments either for new or ex...,2 Days Ago
Mainframe Test Lead,Cognizant,7-9 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", We will need 7-8+ years of experience resources having strong hands-on knowledge on JCL...,1 Day Ago
IDAM Technical Analyst,HCLTech,6-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR", Graduate in any stream . Other Information: . Minimum of 6- 8 years of experienceShould...,2 Days Ago
Genpact hiring For Automic admin/ developer,Genpact,3-8 Yrs,10-20 Lacs PA,"Hybrid - Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR"," Automic Admin & Developer With a startup spirit and 80, 000+ curious and courageous min...",2 Days Ago
Java Developer,Cognizant,4-9 Yrs,Not disclosed,"Hybrid - Kolkata, West Bengal, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Bangalore Rural, Karnataka, Chennai, Tamil Nadu, Coimbatore, Tamil Nadu, Bangalore/ Bengaluru, Karnataka", Role & responsibilities Preferred candidate profile Perks and benefits,2 Days Ago
